"","content","评论时段"
"1649","我坚持不和你说话，不表示我没有想你，试着疏远你，是因为我知道我不能拥有你了，再无相见的日子里请你保重。也祝你新年快乐。","2020及以后"
"1650","一定要和喜欢的人去看一次迪士尼的烟花","2020及以后"
"1651","月亮弯弯公主跑跑小徐烦恼","2020及以后"
"1652","别给我捕风捉影了，我不喜欢你们所说的那个妹妹。和她认识，但和她之间没有任何关系。","2020及以后"
"1653","直到遇見你們我才明白原來不去迪士尼也能看到公主","2020及以后"
"1654","“你要等等到那个会答应陪你一起去迪士尼的人等到那个会打趣对你说“还没进迪士尼就看见了公主欸”的人等到那个会守护你童真的心会懂你对迪士尼的喜爱会跟你一起买迪士尼的周边的人等到那个满眼都是你的人”","2020及以后"
"1655","每个人都在盯着我我恨死了于是我恶狠狠的在身上缝满了镜子——2017年全球华语大学生短诗比赛入围奖","2020及以后"
"1656","你来人间一趟，你要看看太阳","2020及以后"
"1657","想看什么。想看日复一日年复一年，想看窗边的窥探，想看眸光流转。想看偏爱，想看成全，想看隐忍的喜欢，想看光阴找不到终点，想看嗫嚅了千百遍也说不出的箴言。想看美梦被敲碎，想看夕阳被践踏，想看故事不够完美，想看到处都是遗憾。我们都活着啊，活在夏天。","2020及以后"
"1658","“我怕他们明目张胆。”","2020及以后"
"1659","当时环境不容许邮寄任何东西将自己的心里话写了一封信费劲心思邮寄在八月的新疆疫情期间快七夕怕她收不到朋友不小心将运单号丢进垃圾桶隔着4千公里安慰自己有疫情其他男孩也没机会我在垃圾堆里翻来覆去的找了一小时在一个有很多痰纸黑袋子里找到了从太阳光下走过低下头看了一眼运单号上她和我的名字","2020及以后"
"1660","高考倒计时:84天8号下午考完我就去见你。","2020及以后"
"1661","17的李子维爱上了27岁的黄雨萱这是我2020年听过最美好的故事","2020及以后"
"1662","制作人来打call了！！[流泪]","2020及以后"
"1663","想见你但是却不敢靠近你","2020及以后"
"1664","其实，并不是所有相爱的人都可以在一起。","2020及以后"
"1665","这首歌俺整整唱了两天也曾经一度觉得这首歌不能很好的把它演绎后来出来听着感觉还ok俺唱功有待提高也谢谢大家喜欢我会加油的[亲亲]","2020及以后"
"1666","感同身受这个词是不存在的，无论多么靠近，你也不是我。","2020及以后"
"1667","我家高鱼真争气！单曲循环走起～","2020及以后"
"1668","你已经是个长大的人了，别再因为一点感情问题而失魂落魄。你可以有一段糟糕的爱情，但绝不能放纵自己过一个烂透的人生。我想爱自由胜过爱你。","2020及以后"
"1669","如果你喜欢一个人一定要告诉她不是为了要她报答而是让她在以后黑暗的日子里否定自己的时候想起世界上还有人这么喜欢她她并非一无是处","2020及以后"
"1670","和妈妈吵架了就摸摸肚脐那是和妈妈曾经相连的地方","2020及以后"
"1671","妈妈是第一次当妈妈没有人教她可她做的很好我也是第一次当女儿很多人教我可我做的还不够","2020及以后"
"1672","其实很大部分人的父母都很普通只是他们一直觉得自己孩子一定不普通","2020及以后"
"1673","你不能伤害一个女孩子即使你手捧鲜花哪怕我该叫你爸爸","2020及以后"
"1674","“妈妈经历了鬼门关才有了你”“你却说人间不值得”","2020及以后"
"1675","给林克，内森，赛特，哈克贝利芬，罗恩，马里奥，达伦山以及出现在我生命中所有冒险故事的男主角们。","2020及以后"
"1676","社交网站充VIP了都寻找不到真是个宝贝唉","2020及以后"
"1677","沈沈说:""寻宝不是最终目的重要的是旅程的过程""78天后不管结果如何愿青春无悔跨越一千英里去见你！","2020及以后"
"1678","‘’寻宝‘’是指寻找自己最想得到的东西如今我也找到了属于我自己的那份宝藏。她是一个能让我跨越大半个中国去见的人她是一个能在我最困难的时候给我最温暖鼓励怀抱的人她就是我这一生的宝藏","2020及以后"
"1679","""""""AThousandMiles，希望你们能跨越一千英里来找我。”""","2020及以后"
"1680","“五月傍晚的风湿漉漉的头发没有喝完的红茶桌上的新书缠绕的耳机线疲惫的身体好抽空想一下你”???","2017-2019"
"1681","“六月街边的雨灰蒙蒙的心情被雨淋湿的衣服街上的情侣呼呼的寒风冰冷的身体好抽空恨一下你”","2017-2019"
"1682","“四月碧蓝的海晃悠悠的小船快要坏掉的八音盒滑翔的海鸥摇晃的威士忌碰撞的冰块突如其来的雨再找不回的你”其实这才是这首歌给我的真实印象。","2017-2019"
"1683","""""""七月夏天的凉席风扇转着脑袋一根绿豆味的雪糕烈日炎炎下老猫的呼噜声淡淡的花香好抽空忘你一下""""""","2017-2019"
"1684","“八月喜欢的书美好的回忆正在写的笔记歌曲中的寂寥枯黄的落叶心情愉悦没有你也可以”","2017-2019"
"1685","毛毛其实挺吃亏的。情感深沉在这样的竞技舞台上相比其他歌手不太被观众“认可”。但没事，不停进步就是成功了！","2020及以后"
"1686","毛不易的歌里借来了天地万物，却也无法挽留。他唱出了无声悲悯，尽管悲伤，生活还要坚强，只能“不能说”不敢承认”，歌曲后面的唱腔有带着泪痕依然坚定期待着“一道彩虹”的宏大气势，给风雨中的心灵传递安抚，相信会有太阳升起的清晨。毛不易唱功出彩啊！","2020及以后"
"1687","毛不易创作手记：“这个世界上，还有很多不被认可的梦想，不被祝福的感情，不被眷顾的孩子，他们不曾犯错，却只能颤颤巍巍，单薄地行走在路上。这首歌送给他们，借天地万物，不求终将到达某处，只求路上少些阻碍，让他们同样平凡。”","2020及以后"
"1688","因为会有一盏灯照亮回家的路因为会有一寸暖阳驱散寒凉因为会有一天太阳升起在某个清晨因为有你因为心中有光所以我什么都不怕","2020及以后"
"1689","借一寸冬日暖阳融这人间悲凉借一双温热手掌安你凄然惶惶借一句来日方长慰别天各一方借一曲婉转悠扬抚你疲惫奔忙纵阴霾阻障天悲人伤乌云终挡不住阳光四海八方热血满腔复乾坤朗朗天地归常借他一方乐土许他魂魄安详借他平凡一生无灾无病余生安康","2020及以后"
"1690","最后立不好话筒直接扛走太可爱了吧[大哭]","2020及以后"
"1691","我不在乎他唱什么曲子，但我是真心喜欢他唱的这首歌。寒鸦少年，绝不妥协！","2020及以后"
"1692","摸光少年修完音箱顺便把麦架拆了","2020及以后"
"1693","“寒鸦少年王者归来”大哥生日快乐，鼠年好合！而立之年，要继续与音乐为伴，用音符治愈，用歌声传递温暖与爱，用笑容赶走阴霾，希望花花的三十岁能开开心心，永远像个小孩一样，能一直像个小朋友一样，有最清澈的快乐。","2020及以后"
"1694","这首歌曲风和花花在舞台上的样子又让我想起了那个刚出道没多久的少年，冷冷的，寂静的神秘诡异旋律加上这个怒音，听华晨宇唱歌真的太舒服啦","2020及以后"
"1695","我不晓得珍珠的心理奇不奇妙，但我想，听到这首歌的人的心理应该都很奇妙……","早期"
"1696","在这里祝珍珠十八岁生日快乐！","早期"
"1697","太魔性了。。。满脑子都是十八岁生日在今朝珍珠的心里太奇妙[跳舞]","早期"
"1698","尼玛这前奏我以为网卡了，然后来一句中文。。。。","早期"
"1699","瞬间觉得所有神曲都弱爆","早期"
"1700","被日推到这首歌的人呐，你该是多温柔[爱心]","2017-2019"
"1701","希望每个人都能有一个好的结局就算只有自己知道路程有多艰辛.","2017-2019"
"1702","现在是4月16日，春末，一个足够温柔的午后。距离高考还有52天，我却觉得，高中的日子啊，正一寸寸地，推回最初的那个夏天。坐在教室的小风扇下面，汗水从下巴滴进领口，很热的每个中午，班里总有奶油冰淇淋的味道。同一个校园里，我们离开，但总有人17岁，和我们一样，吵着闹着，经历着相似的青春。","2017-2019"
"1703","人总要学着孤独试着慢慢去长大","2017-2019"
"1704","过了今年夏天我连偷看你的资格都没了[心碎]","2017-2019"
"1705","白桦树想记住那片雪的模样街角的盏灯诉说年代的昏黄索菲亚钟声百年前就在回荡我用拜占庭送你咏叹调的华丽乐章","2020及以后"
"1706","看电影的时候主角妈妈在舞台唱，一字一句丝丝入扣，动人心弦，我潸然泪下，青春的时光从一切诚可待再到只是希望他不要忘记那些曾经盛放的红梅花，徐峥的这部电影我不敢说自己看懂了，我想有些经历的人去看或许会有更多共鸣，毛不易的声音让人很有代入感，会让我不自觉的闭上眼睛回忆曾经的少年…感谢。","2020及以后"
"1707","幻境再美终是梦，珍惜眼前始为真","2020及以后"
"1708","小时候不理解老人晒太阳一坐就是半天长大了才明白目之所及皆是回忆心之所想皆是过往眼之所看皆是遗憾","2020及以后"
"1709","听完看完记得给妈妈一个拥抱","2020及以后"
"1710","每次觉得歌词挺不错，往上总能翻到林夕两个字","早期"
"1711","发短信要发给能马上回复你的人打电话要打给不犹豫马上接起的人写信写明信片要写给会回你信的人说话要说给会给你反应的人微笑留给亲朋爱人不需要热脸贴冷屁股委屈自己别为他找借口忙算什么你永远不知道等的滋味我不等","早期"
"1712","“天下只有两种人。譬如一串葡萄到手，一种人挑最好的先吃，另一种人把最好的留在最后吃。照例第一种人应该乐观，因为他每吃一颗都是吃剩的葡萄里最好的；第二种应该悲观，因为他每吃一颗都是吃剩的萄里最坏的。不过事实上适得其反，缘故是第二种人还有希望，第一种人只有回忆。”","早期"
"1713","毕业后，好多事情都被颠覆。原来校花也会变丑，原来上铺和下铺也能恋爱，原来找工作可以和专业无关，原来不是每个人都有资格被潜规则，原来大家对未来都一样焦虑，原来不上课不考试真拿不到学位证，原来第一份工作工资那么少，原来招聘会挤都挤不进去，原来毕了业嫁人也很难。原来，读书真好。","2017-2019"
"1714","生命不息，折腾不止，把自己扔在陌生的城市，一切从头再来。愿好运与我同在。[牵手][钟情][狗][猫]","早期"
"1715","用什么都不low，都是听歌谁也不比谁高多少?","2017-2019"
"1716","精神病院有四个医生，一个每天大笑，一个每天叹气，一个每天乐呵呵的，还有一个愁眉苦脸。病人们都叫他们：狂笑医生，长叹医生，快活医生，悲哀医生。","2017-2019"
"1717","我华哥的刀剑如梦评论999+，吴亦凡的1w+。我不服，我不服[口罩]","2017-2019"
"1718","总想起网吧厕所的来也匆匆去也冲冲","早期"
"1719","周华健演唱的江湖类的主题曲都很是潇洒大气，很有江湖气息","早期"
"1720","多年以后，此歌祭天涯！承蒙各位厚爱……","2017-2019"
"1721","多年以后你和谁情深似海都请记得告诉她好好珍惜因为那是我这辈子拼尽全力都得不到的?欠我的未来不给就算了只可惜你永远不知道当时我脑海幻想着未来和你一起生活的样子因为太多的事情在离开时都已经来不及","2017-2019"
"1722","赫本晚年时患上了癌症，她想回到瑞士休养，却因疾病无法乘坐普通飞机。纪梵希用私人飞机将赫本送回了瑞士在赫本登上飞机的那一刻，映入眼帘的是满飞机鲜花。她顿时泪目：“只有他，还始终记得我的喜好，把我当成小女孩来宠。”人生得一知己，足矣！纪梵希为赫本设计了一生的衣服，终身未娶","2017-2019"
"1723","我老了就开一间奶茶屋名字叫谣梦播放器用网易云播放的歌单有，房东的猫，鹿先森，朴树……网易云6级的朋友打9折，7级8折，～十级免费。坐标，福建，地点待定吧。我现在25，我年轻呢，我老了拼不动了我会开的。到时候提醒我一下","2017-2019"
"1724","双数我去找他复合。如果是单数的话就听天由命吧","2020及以后"
"1725","用网易云听rap的女孩子都很可爱吧","2017-2019"
"1726","“单身的女孩不要着急，也许上帝心里的想法是，我要给这个可爱的女孩留个特别的人”","2017-2019"
"1727","我喜欢你不止一天两天.","2017-2019"
"1728","在某个瞬间特别想谈恋爱想做回小女生可爱的软趴趴的等他来抱抱我可是要不了多久这个想法就会被自己扼杀不行的没有人能长长久久的喜欢我啊","2017-2019"
"1729","“突然很喜欢惊鸿一瞥这个词一见钟情太肤浅日久生情太苍白别人眉来眼去我只偷看你一眼”???","2017-2019"
"1730","尘埃已落定，谦友明年见。","2017-2019"
"1731","尘无刺名为邪薛式半拍之于世间病谦言万语一笑音符难解久没见乐里黑白私自漂浮十指弹琴木偶寻归途年月一眨眼了表来时苦","2017-2019"
"1732","现在的我只希望爸爸妈妈好好的身边来来去去的朋友最好能不要变保持联系有时间就出来一起吃饭然后遇到一个我喜欢也喜欢我的人不奢求更多人世太短了只珍惜值得珍惜的人绝不浪费时间","2017-2019"
"1733","摘不到月亮的人说肝肠寸断","2017-2019"
"1734","总是不长记性的过分期待","2017-2019"
"1735","谢谢大家一路以来的支持，我会继续努力出更多更好的作品","2017-2019"
"1736","和巨星弟弟连麦的时候就有听到这首歌了好好做音乐的人越来越少了喜欢巨星真的是很值得的一件事","2017-2019"
"1737","“没有回应的山谷不值得纵身一跃.”","2017-2019"
"1738","我叫许悦我发誓一辈子陪着吴晗","2020及以后"
"1739","我叫陈家峻我发誓一辈子陪着刘宇婷","2020及以后"
"1740","我要的音乐放肆听听听！！！","2017-2019"
"1741","网易云怎么那么酷啊啊啊啊啊啊啊！？？？[惊恐]","2017-2019"
"1742","网易大大的品牌歌紧跟现在说唱和戏腔风的流行，将欧美风的旋律和中国独有的古风融为一体，真的很体现现在村民的听歌的风格。在云村听歌就要放肆听啊","2017-2019"
"1743","听我最爱的歌走遍自己的快乐??","2017-2019"
"1744","我要的音乐会放肆听！我要爱的人会放弃爱！??","2017-2019"
"1745","完整版终于来啦感谢大家的支持和耐心等待特别开心能翻唱@啟得兄本人的这首歌也没想到会有这么多人喜欢感谢@啟得兄本人也感谢大家！期待以后能发现更多好的音乐分享给你们！??","2017-2019"
"1746","福建创作歌手林啟得，再发新歌，献给他的家乡大田县，献给太阳下面勇敢打拼的父老乡亲，献给年轻闯荡的心。质朴的人生，就用这质朴的歌声来歌唱，不用担心被嘲笑是不是土掉了渣，不用恐惧疲惫的脚步下一段该怎么走。这首歌用普通话和地方方言交替演唱，似乎正是一个从田间乡道向都向都市拼搏的浪子！","2017-2019"
"1747","大头娃们你们好！！！","2017-2019"
"1748","大田的女生是真的安全，40+的礼金年年都在涨跟炒房似的，能不安全吗[大哭]","2017-2019"
"1749","我老婆唱的歌贵宾席怎能少了我","2017-2019"
"1750","那女孩对我说：长的丑就不要想的美?","2017-2019"
"1751","校服是我和她唯一穿过的情侣装，毕业照是我和她唯一的合影，我在最没有能力的年纪，碰见了最想照顾一生的人！------那天在YY直播上看你唱完这首歌的感触。","2017-2019"
"1752","《那女孩对我说》完整版终于上线啦，谢谢大家对这首歌的喜爱~这次我和云村一起准备了5份价值1500元的荣耀平板电脑，会随机在评论区抽取5位宝宝送出。活动会在2019年10月20号开奖噢，谢谢大家的厚爱！比心！","2017-2019"
"1753","当你越来越漂亮时，自然有人关注你。当你越来越有能力时，自然会有人看得起你。改变自己，你才有自信，梦想才会慢慢的实现。做最好的自己，懒可以毁掉一个人，勤可以激发一个人！","2017-2019"
"1754","那女孩对我说说我们不可能有如果","2017-2019"
"1755","逃不出一录音就感冒的厄运抱歉我的鼻音有点重[口罩]不过卤蛋老师太完美了！谢谢大家喜欢我们的版本??","2017-2019"
"1756","是心动啊糟糕眼神躲不掉对你莫名的心跳竟然停不了对你的迷恋感觉要发烧???????","2017-2019"
"1757","“我喜欢春天的樱花，夏天的矢车菊，秋天的百里香，冬天的腊梅，还有每天的你。”","2017-2019"
"1758","对版权问题有疑义的请联系网易云音乐官方核实！买版权是公司行为我个人没有权利也没有义务公开商业文件！去年已经请易云音乐官方账号公开澄清过了，可还是有很多人在各个平台造谣甚至谩骂！我不知道怎么做才能让你们相信，只希望不要再产生更多的误会，也劳烦一些粉丝不要再发私信问候我的家人了！","2020及以后"
"1759","""""""我在人间贩卖黄昏只为收集人间温柔去见你""""""","2017-2019"
"1760","很荣幸受邀对《关山酒》进行重新演绎也感谢词曲作者对我的肯定?这个版本的词曲和编曲都进行了重新改编作为这一版的女声原唱正版授权希望大家能喜欢这个重置的全新版《关山酒》我也会继续努力带给大家更多优秀的作品哒!","2017-2019"
"1761","关山酒，皆入喉，楼中云烟不尽愁盗将行，何以停，枕风宿雪独自迎?红昭愿，情人念，隔却山海几时恋?落花情，心难平，一种相思花飘零?对黄昏，泪滚滚，骗过天下笑昆仑?多情岸，怎相盼，饮马长川痴情叹?拜无忧，无处愁，千秋荒唐殿上留","2017-2019"
"1762","人生当苦无妨，良人当归即好","2017-2019"
"1763","桃李春风已过，少年早已栖身江湖惹得一身江湖气。每日凌晨三点，开着他爆改的跑车，飙驰在他们曾经走过的街道上。他只记得她曾经的话：好像和你一起开着那种跑车。长烟入喉，今天他已有这车，她却不知去向。如今只能犹借银枪逞风流~天命轻狂，车上循环放着关山酒纵意而歌，谁能与我饮这浊酒？","2017-2019"
"1764","我喜欢你胜过削好的水果周末的零食延后的死线冰镇西瓜正中间的那一口肆无忌惮的赖床和空调房里盖棉被的感觉","2017-2019"
"1765","希望重新编曲的版本你们喜欢?","2017-2019"
"1766","如果我喜欢你你也喜欢我…","2017-2019"
"1767","“我喜欢的少年打天上来他无意掀翻烛火点燃我双眸盛满的暮色”","2017-2019"
"1768","单身的女孩不要着急也许上帝心里的想法是我要给这个可爱的女孩留个特别的人","2017-2019"
"1769","我藏不住喜歡你也演不出熱情","2017-2019"
"1770","希望在这沧然乱世之下，在这瞬息万变之中，你能拥有一个可以一直一直给你肯定回应的人。?","2017-2019"
"1771","只有31秒，却循环了一晚上。","2017-2019"
"1772","“你怎么这么懂事啊连崩溃都是悄无声息的”","2017-2019"
"1773","“秋是慢慢入的但冷是突然的”就像失望是慢慢累积的但不爱是突然的","2017-2019"
"1774","如果当初忍住做朋友就好了。","2017-2019"
"1775","如果我有一个女朋友，我一定把她宠成小公主","2017-2019"
"1776","世界在下沉我们在恋爱.:*??你读这句话的时候这几秒属于我","2017-2019"
"1777","落日飞车发这首歌时，我正站在路边吃完一个玫瑰味儿的鲜花饼。带上耳机，噢该死，落日飞车这致命的温柔与浪漫。西安的冬天沉闷的要命，嘴唇干燥像离开水的鱼。祝你们都能和喜欢的人接吻喔，爱是快乐的事情。「世界在下沉，我们在恋爱。」平安夜以及圣诞节快乐?","2017-2019"
"1778","我像只鱼儿在你的荷塘","2017-2019"
"1779","陈绮贞：鱼任贤齐：我是一只鱼hellonico：变成一只鱼落日飞车：我是一只鱼我：中午吃鱼","2017-2019"
"1780","“想和你谈的恋爱是那种坏人和坏人之间的。是两个薄情寡义心怀鬼胎悲观主义者之间的，是两个千帆过尽金戈铁马浪子之间的。我想和你互相看尽对方的底牌，了解彼此的阴暗，然后我们依然相爱。有时候爱不是什么真善美，只是你随手拧开煤气灶，我笑着划了一根火柴。”","2017-2019"
"1781","我总嚷嚷着要找对象，可是从来没有主动想要去勾搭谁，我害怕快餐爱情，害怕分开，害怕最后我认真了别人却只是敷衍所以我等，等一个到最后还在我身边的人，我坚持或者偏执的相信有一个人会看穿我假装的冷漠，真正的靠近我留在我身边爱着我也给我一个机会去爱她如果最后能在一起，那么晚点也没关系。","2017-2019"
"1782","520过了祝大家521也快乐吧！","2017-2019"
"1783","对不起啊因为之前实在没有特别喜欢过一个人所以喜欢你的时候才会手忙脚乱可好像没有办法更好一点没办法控制的事情一样以前从来没有这样喜欢过所以请原谅我喜欢的那么糟糕嗯还有啊虽然很累但是明天后天大后天我都喜欢你啊","2017-2019"
"1784","突然很喜欢惊鸿一瞥这个词一见钟情太肤浅日久生情太苍白别人眉来眼去我呀只偷看你一眼","2017-2019"
"1785","明明不想失去却无能为力","2017-2019"
"1786","谢谢大家熬夜等新歌。[拜]","2017-2019"
"1787","承认吧我们都是夜里崩溃过的俗人","2017-2019"
"1788","一生太短了如果能快乐不要等…","2017-2019"
"1789","都说爱是积累来的其实离开也是比如我难过的时候你说好我失眠的时候你依旧睡得早","2017-2019"
"1790","何其有幸遇见你，只愿不负光阴不负卿。","2017-2019"
"1791","那我就不等你了如果有更好的人出现我就去握他的手了","2017-2019"
"1792","连男朋友都没有，然而已经把婚礼歌曲想好了[西西流汗]","2017-2019"
"1793","你讨厌母亲的市侩圆滑却不知道她曾经也跟你一样憧憬过未来","2017-2019"
"1794","所爱隔山海山海皆可平你先去读你的书我也去看我的电影总有一天我们会窝在一起读一本书看同一部电影我们一起努力然后把这些该死的分寸和距离丢掉[爱心]","2017-2019"
"1795","好听！好甜！这歌真的美如画！?像喝了一口奶茶，像咬了一口蛋糕，像云一样干净柔软，像蓝蓝天空一样无暇自然。想起海子的一句诗：像此刻的风，骤然吹起，我要抱着你，坐在酒杯中～[爱你]","早期"
"1796","听了心情莫名愉悦邓紫棋创作能力着实进步了这种感觉就像「刚走到车站就等到了公车」「洗完澡穿上充满阳光气息的衣服」「喜欢了很久的人突然向自己表白」快乐原来如此简单你在身旁就是我的天堂[憨笑]","早期"
"1797","“女孩子三观要正啊，善良是来自骨子里的，而脸蛋仅能给予视觉上的舒服，不适合的圈子不要碰，要学着独立，好好生活，好好期待。”","2017-2019"
"1798","花开了，我就画花。花谢了，我就画我自己。你来了，我当然画你。你走了，我就画一画回忆。","2017-2019"
"1799","轻快甜蜜的旋律，就像在凉爽的微风中两个人在湖心的小船上荡漾一般，似乎这条船不仅在水中荡漾，还荡漾上了云上.....好甜啊[憨笑][憨笑][可爱]","早期"
"1800","非常喜欢王心凌的《大眠》，也感谢网易云帮助获得了正版授权，重新演绎。非常感谢大家的喜欢，谢谢大家的支持～以后会出更好的作品","2020及以后"
"1801","短短17秒我却循环了一晚..","2017-2019"
"1802","“人也总是会执着于第一眼喜欢的东西”","2020及以后"
"1803","这烂透的2019年总算要结束了","2017-2019"
"1804","你让我觉得我是这个世界上最差劲的女孩子","2017-2019"
"1805","学校的晚会，我在台上唱这首歌，看到我喜欢的女孩子，在角落里和她男朋友偷偷在亲嘴，瞬间崩溃，我眼泪都唱出来了，台下观众都以为是我唱的太入戏。","2017-2019"
"1806","七年前听这首歌时我是单身狗，七年后熬成了哮天犬","2017-2019"
"1807","为什么你们听歌都能写出那么牛哔的感慨[大哭]而我只能，卧槽，好听，下载了…[大哭]","2017-2019"
"1808","你给妈妈发短信，妈妈不回你，你一般不会心慌。你给对象发短信，对象不回你，你也许会心慌。为什么？根本原因是你确定你妈爱你，而不确定你对象爱不爱你。所以记住，不确定就是没在彼此的心上，情感根本无需试探，怀揣那些心知肚明的感情就够了。","2017-2019"
"1809","你在《黄昏》时分打开《记事本》在.《关不上的窗》前嘘叹《寂寞沙洲冷》，某个瞬间《我的心太乱》你避免不了，但你祈祷在遥远《蓝色土耳其》流淌着一片属于你的《男人海洋》你说《弱水三千》你只取一瓢饮于是《微凉的记忆》里你默守着《冬天的秘密》我们心疼了！只想轻问《今宵酒醒何处》","2017-2019"
"1810","南征北战的歌总能给人一种力量，就像寒冷冬日里的一簇火苗，茫茫大海中的一盏灯塔，让我坚信我生来倔强，即使今年考研受挫，但我不会轻易屈服，未来的路还很长，我要好好的闯","2017-2019"
"1811","网易的听友，很多不是大学生，很多不是高学历的人，但是他们写出来的评论情感饱满，文字很感人，因为这是他们真情流露，都是他们的真是感受、亲身经历写出来了。","2017-2019"
"1812","突然想到鲁迅先生的一段话：愿中国青年都摆脱冷气，只是向上走，不必听自暴自弃者流的话。能做事的做事，能发声的发声。有一分热，发一分光。就令萤火一般，也可以在黑暗里发一点光，不必等候炬火。","2017-2019"
"1813","16年，81192，永远欢迎你回家。永远为祖国能变得更好而努力，随时做好奉献的准备，只要祖国需要，绝不畏惧或吝啬爆发自己积攒的所有力量。因为我是这个国家的青年。因为我为我的祖国感到骄傲。因为我想让五星红旗自由地飘。","2017-2019"
"1814","说到倔强，我想到了一段歌词：从无畏惧，绝不屈服，英勇战斗，直到把反动派消灭干净，毛泽东的旗帜高高飘扬！——————《中国人民解放军军歌》中国人民解放军，生来不屈，为理想而奋斗","2017-2019"
"1815","如果快乐太难，那我祝你想哭就哭。","2017-2019"
"1816","和草莓爷爷、桃玖可爱小姐姐的歌！！[多多大笑]我们是水果沙拉组合！","2017-2019"
"1817","我又把头发剪短了好像变温柔了好像过得比以前好又好像不怎么样我不清楚","2017-2019"
"1818","这个冬天我不打算等你了","2017-2019"
"1819","给铁勺姐姐作曲编曲的新歌～铁勺姐姐唱的真好听[亲亲][亲亲]","2017-2019"
"1820","我想你不知道我的嗜好，那你就看这句话的前三个字就好。希望这首《嗜好》你们会喜欢[多多可怜]（评论区抽一把我亲自挑选的告白神器，不不…是吉他啦哈哈","2017-2019"
"1821","嗜好只成瘾爱你却入魔思你欲得你得你惧失你","2017-2019"
"1822","唯一嗜好就是每天雷打不动的给你发一句晚安，表白对于我这种胆小鬼来说比追风还难，但我还是会去找一个最有可能的夜晚，鼓起勇气将这些孤单心事告诉你，然后祝你爱我到天荒地老。","2017-2019"
"1823","和一个女生恋爱了三年。被输入法牢牢记住，结束了这么久，却用了好长好长时间，把输入她名字后自动跳出来的“晚安”换成了“再见”。","2017-2019"
"1824","“你是白色衬衫，是西瓜，是雷雨，是夏季限量供应的所有。每一年我等待夏天，也等待你。尽管，风吹起来的时候我也爱秋天，穿起毛绒绒的大衣的时候我也爱冬天，花开的时候我觉得春天也很好，可我还是盼望夏天，也盼望你。”?","2017-2019"
"1825","“我向往：干净的圈子规律的生活简单的爱情中意的人不累人不费神不刻意的余生”???","2017-2019"
"1826","我爱你但你让我的生活太糟心","2017-2019"
"1827","追……对于高三考生鸭追梦的过程才叫真实！！！","2017-2019"
"1828","我不管别人怎么诠释，这是我唱给我逝去的朋友的，我希望他快乐就这样","2020及以后"
"1829","“想要穿白衬衣，想要变干净，想要让你想到我就联想起盛夏白瓷和碎冰碰壁，想你想我时，嗅到凌晨四点挂着露水的蔷薇花。”","2017-2019"
"1830","悬溺这个名字读快了就是喜欢你","2017-2019"
"1831","“喜欢一首歌会单曲循环?爱上一个人会不断原谅?可是歌听腻了就会切掉所以人爱累了也该收起一而再三的宽容?”????","2017-2019"
"1832","记得这首歌刚出前奏的时候，有人取名为《谷溺》“我快要沉入谷底，溺水而亡，可我还是想要“顾你”，因为你既是在我掉入谷底时保护我的水，又是夺走我空气的水”，最后定为《悬溺》读快一点就是“宣你喜欢你”。其实想想，比起丧，或许我们都希望有个美好结局。?","2017-2019"
"1833","我本来就是一个不喜欢主动的人，可是我对你已经超出了极限，你要我怎么说我在乎你。","2017-2019"
"1834","“那天我在操场看月亮假如有你在的话我根本没有机会看月亮我不怎么想看月亮我想看你”","2017-2019"
"1835","特立独行也许苦涩必要时放下坚强的伪装生活会带来不一样的惊喜坚信未来总会有个人的手是一旦紧握就不会松开的","2017-2019"
"1836","“你心似烟火，我心如夜空”“你绚烂我世界，我衬映你温柔”","2017-2019"
"1837","拿到原曲《绊》的时候，第一遍就被洗脑啦！考虑到要和日文原曲歌词的意思一致，所以中文词改了好多次（真的辛苦工作人员相互沟通啦[大哭]今天也是我第一次听中文版！壹千的声音一如既往好听！中文填词的我也加油啦！（BTW主要我也想要蓝牙耳机～","2017-2019"
"1838","“如果你爱上了某个星球的一朵花.那么，只要在夜晚仰望星空，就会觉得漫天的繁星就像一朵朵盛开的花”——《小王子》","2017-2019"
"1839","别否定自己你特别好特别温柔特别值得","2017-2019"
"1840","跟谁都不来电，跟谁都能调情，知情知趣知进退没什么大原则，只要不讨厌对方，就可以说我喜欢你啊我爱你啊。谁管呢，反正大家都不会当真，开心就好了，偶尔看到一对真心相爱的情侣，才发现真他妈羡慕。但老子不稀罕，喜欢人太累了，之前有过心动那么一次两次，但回忆太多令我痛苦难眠，还是算了吧","2017-2019"
"1841","吊着就吊着吧总比突然断的干干净净好我还年轻我等的起","2017-2019"
"1842","以后会唱更多好听的歌给大家的关注一下吧～","2017-2019"
"1843","“热爱到什么程度才敢错过千万次都想重来”","2017-2019"
"1844","我有时候想跟她道个歉，遇见她的时候我太小了，是我不注重细节毁了她好多温柔，是我不会爱人。","2017-2019"
"1845","谢谢你们喜欢我[流泪][流泪]","2017-2019"
"1846","其实我喜欢字很漂亮的男生，或者是会打篮球的男生，又或者是会数学题的男生，还有声音好听的男生。可是如果是你的话，什么都不会也可以","2017-2019"
"1847","真的很喜欢那种甜甜的男孩子你不找他他就主动找你生怕你不见了你生气他就一直哄着你你饿了他就给你做饭你不想动他就喂你把你喜欢的都摆在你面前把身边女孩子都撇干净反正就是想把最好的都给你?","2017-2019"
